,Plant,Name 1,Valuation Area,Customer no. - plant,Vendor number plant,Factory calendar,Name 2,House number and street,PO Box,Postal Code,City,Sales organization,State
252,X360,X360 - RAJ CARS,X360,PLX360,,IN,Pipariya,"P H No 20, KH No 181/7,",461775.0,461775,Pipariya,MFCD,Madhya Pradesh
253,X361,X361 -  BATOHI MOTORS,X361,PLX361,,IN,Raebareli,"Plot No. 1401, Vill.Ahmadpur N",229001.0,229001,Raebareli,MFCD,Uttar Pradesh
254,X363,X363 - ISHAN MOTORS,X363,PLX363,,IN,Giridih,"Near Bharat Petrol Pump,",815301.0,815301,Giridih,MFCD,Jharkhand
255,X364,X364 - JUST DRIVE,X364,PLX364,,IN,Rourkela,"B-11, IDCo",770031.0,770031,Rourkela,MFCD,Odisha
256,X366,X366 -  R S AUTOMOBILES,X366,PLX366,,IN,Jajpur,"At- Military Chawk, Danagadi,",755026.0,755026,Jajpur,MFCD,Odisha
257,X367,X367 - PKS AUTOMOBILE,X367,PLX367,,IN,Cuttack,"Plot No- 154, Khata No 315,",753004.0,753004,Cuttack,MFCC,Odisha
258,X368,X368 - MEHRIYA AUTOMOBILES,X368,PLX368,,IN,Jodhpur,"Plot no -  34, 35, 36, 37, Nea",342011.0,342011,Jodhpur,MFCD,Rajasthan
259,X372,X372 - SUBHDEB AUTOMOBILE,X372,PLX372,,IN,Imphal,"94, Langjing Achouba,",795113.0,795113,Imphal,MFCD,Manipur
260,X374,X374 - S.K.S. AUTOMOBILES,X374,PLX374,,IN,Mainpuri,"Mainpuri Dehaat, Gata No 90 &",205001.0,205001,Mainpuri,MFCD,Uttar Pradesh
261,X378,X378 - S.S AUTO WORLD,X378,PLX378,,IN,Kendrapara,"Khata No -351/65 , NH - 5A,",754250.0,754250,Kendrapara,MFCD,Odisha
262,X380,X380 - A2Z AUTOWORLD,X380,PLX380,,IN,Meerut,"NH-58, Khasra no - 463,",250103.0,250103,Meerut,MFCD,Uttar Pradesh
263,X381,X381 - M/S SETHI ENTERPRISES,X381,PLX381,,IN,Amritsar,"16, Court Road, Near Ravi",143001.0,143001,Amritsar,MFCC,Punjab
264,X384,X384 - KOORI MOTORS,X384,PLX384,,IN,Ramanathapuram,"Door no - 11/3402-2, ECR Road,",623503.0,623503,Ramanathapuram,MFCD,Tamil Nadu
265,X385,X385 - GB MOTOCORP,X385,PLX385,,IN,Shahdol,"Khasra No- 253, Hari Kishan Ag",484001.0,484001,Shahdol,MFCD,Madhya Pradesh
266,X386,X386 - VINAYAKA MOTORS,X386,PLX386,,IN,Nizamabad,"S.y.No. 3/AA, Beside TATA Jasp",503230.0,503230,Nizamabad,MFCD,Telangana
267,X387,X387 - GUPTA AUTOMOBILES,X387,PLX387,,IN,Angul,"Panch Mahala Chhak,",759132.0,759132,Angul,MFCD,Odisha
268,X389,X389 - K D MOTORS,X389,PLX389,,IN,Fatehpur,"C/o Hotel Anokhi Huts,",332301.0,332301,Fatehpur,MFCD,Rajasthan
269,X390,X390 - GOUR WHEEL CARE,X390,PLX390,,IN,Lalitpur,"6395/06, , Kailguan Road,",284403.0,284403,Lalitpur,MFCD,Uttar Pradesh
270,X391,X391 - RANA MOTORS,X391,PLX391,,IN,Nanded,"Gut No 6, Kamtha By-Pass Road,",431605.0,431605,Nanded,MFCD,Maharashtra
271,X392,X392 - AUTOMOBIA INDIA,X392,PLX392,,IN,Panchkula,"Plot No 297, Industrial Area,",134109.0,134109,Panchkula,MFCC,Haryana
272,X393,X393 - PARMAR AUTOMOBILES,X393,PLX393,,IN,Motihari,"NH-28, Bankat Bariyarpur, Opp.",845401.0,845401,Motihari,MFCD,Bihar
273,X397,X397 -  DHARTI AUTO,X397,PLX397,,IN,Nadiad,"Plot No 9, Survey No 2916-A, O",387001.0,387001,Nadiad,MFCD,Gujarat
274,X398,X398 - UNIVERSAL AUTOFUSION PV,X398,PLX398,,IN,Bhavnagar,"Plot No 301/8, Vartej GIDC Ind",364060.0,364060,Bhavnagar,MFCD,Gujarat
275,X399,X399 - JAIN AUTOMOBILES,X399,PLX399,,IN,Chandikhole,"Plot No. 236/393, At - Chandik",754296.0,754296,Chandikhole,MFCD,Odisha
276,X400,X400 -  VARDHAMAN FABRICATIONS,X400,PLX400,,IN,Mohali,"Plot no 1054, Sector 82, Janta",160055.0,160055,Mohali,MFCD,Punjab
277,X401,X401 - SAI AUTO SERVICES,X401,PLX401,,IN,Vapi,"Survey No. 315/3, Plot No. 05,",396191.0,396191,Vapi,MFCD,Gujarat
278,X402,X402 - EMRP AUTOMOBILES,X402,PLX402,,IN,Balasore,"D1/1,2 & D2/7,",756001.0,756001,Balasore,MFCD,Odisha
279,X403,X403 - S V MOTORS,X403,PLX403,,IN,Kanpur,"Plot no - 57 A/1/2, factory Ar",208002.0,208002,Kanpur,MFCC,Uttar Pradesh
280,X404,X404 -  FRIENDS AUTOMOBILE SER,X404,PLX404,,IN,Dewa,"Khasra No 1168/1169, Village S",225301.0,225301,Dewa,MFCD,Uttar Pradesh
281,X405,X405 - NANGAN MOTORS PVT. LTD.,X405,PLX405,,IN,Chennai,"Block No 6, Thiru Vi Ka Indust",600032.0,600032,Chennai,MFCA,Tamil Nadu
282,X406,X406 - GAURI AUTOMOBILES,X406,PLX406,,IN,Haridwar,"F-32, Industrial Area,",249407.0,249407,Haridwar,MFCD,Uttarakhand
283,X407,X407 - ABHI CREATION,X407,PLX407,,IN,Ghumarwin,"Village Ballu, P.O. Bhager, Te",174021.0,174021,Ghumarwin,MFCD,Himachal Pradesh
284,X408,X408 - ADRICH AUTOMOTIVE WORKS,X408,PLX408,,IN,South Dumdum,"Plot No. 180, Kheta No. 119, 1",700055.0,700055,South Dumdum,MFCD,West Bengal
285,X409,X409 - GARG MOTORS,X409,PLX409,,IN,Muktsar,"Ballamgarh Road, Opposite Gate",152026.0,152026,Muktsar,MFCD,Punjab
286,X410,X410 -  MALAIYA MOTO CORP,X410,PLX410,,IN,Sagar,"Malaiya Brothers Compound,",470002.0,470002,Sagar,MFCD,Madhya Pradesh
287,X411,X411 - SBM CARS,X411,PLX411,,IN,Trivandrum,"AP/XII-512 NH47, Vettu Rd. JN.",695301.0,695301,Trivandrum,MFCC,Kerala
288,X413,X413 - SARVAJEET MOTORS,X413,PLX413,,IN,Ballia,"Mishra Neori,",277001.0,277001,Ballia,MFCD,Uttar Pradesh
289,X414,X414 - SMART AUTOMOBILES,X414,PLX414,,IN,Bhatinda,"D-18, New Focal Point,",151001.0,151001,Bhatinda,MFCD,Punjab
290,X416,X416 - SHRI KRISHNA AUTOMOBILE,X416,PLX416,,IN,Behror,Delhi - Jaipur,301701.0,301701,Behror,MFCD,Rajasthan
291,X417,X417 - SHREE KRISHNA AUTOMOBIL,X417,PLX417,,IN,Singhana,"Plot No. G-48, RIICO Industria",301705.0,301705,Singhana,MFCD,Rajasthan
292,X418,X418 - BHARDWAJ ENGICON LTD,X418,PLX418,,IN,Muzaffarpur,"Hari Narayan Auto Campus,",842003.0,842003,Muzaffarpur,MFCA,Bihar
293,X419,X419 - SHIV MOTORS,X419,PLX419,,IN,Gadarwara,"536/2, 537/2, Niranjan Ward, C",487551.0,487551,Gadarwara,MFCD,Madhya Pradesh
294,X421,X421 - JAIPUR AUTOMOBILES,X421,PLX421,,IN,Jaipur,"Plot No. 20, Pitambar Nagar Ex",302020.0,302020,Jaipur,MFCC,Rajasthan
295,X423,X423 - RAABSA AUTO CARE,X423,PLX423,,IN,Anantnag,"Khasra No 198/2, Raasba Autoca",192101.0,192101,Anantnag,MFCD,Jammu and Kashmir
296,X424,X424 - SRIVAS ENTERPRISES,X424,PLX424,,IN,Ghaziabad,"Plot no. B-9, Industrial Area,",201001.0,201001,Ghaziabad,MFCA,Uttar Pradesh
297,X426,X426 - MAA ARYA GARHWA MOTOR P,X426,PLX426,,IN,Garhwa,"Plot No. 1328, Khata No. 214,",822114.0,822114,Garhwa,MFCD,Jharkhand
298,X428,X428 - CARMATE AUTO SERVICE,X428,PLX428,,IN,Vijayawada,"RS No 182/6, Gottipati Vari St",521108.0,521108,Vijayawada,MFCC,Andhra Pradesh
299,X429,X429 - SURBHI MOTORS,X429,PLX429,,IN,Behala,"7, HO-CHI-Minh,",700061.0,700061,Behala,MFCD,West Bengal
300,X431,X431 - AMIT MOTORS,X431,PLX431,,IN,Hisar,"Khasra no. 167, OP jindal Marg",125001.0,125001,Hisar,MFCD,Haryana
301,X432,X432 - HARSH AUTOMOBILES,X432,PLX432,,IN,Bazpur,"Mohalla Idgah, Nainital Road,",262401.0,262401,Bazpur,MFCD,Uttarakhand
302,X433,X433 - K H AUTOMOBILES,X433,PLX433,,IN,Madeenaguda,"Plot No. 52 to 62, Survey No.",500050.0,500050,Hyderabad,MFCD,Telangana
303,X434,X434 - NETRAVATI MOTORS,X434,PLX434,,IN,Mudhol,"KSSIDC, Plot No.Sp16 & Sp17,",587313.0,587313,Mudhol,MFCD,Karnataka
304,X435,X435 - PAHWA AUTOMOTIVE,X435,PLX435,,IN,Indore,Pahwa  Business Park,453771.0,453771,Indore,MFCC,Madhya Pradesh
305,X436,X436 -  KAVERI MOTORS,X436,PLX436,,IN,Mumbai,"Plot No 711, Opp Kora Kendra G",400092.0,400092,Mumbai,MFCA,Maharashtra
306,X437,X437 - RAHUL AUTO SERVICES PVT,X437,PLX437,,IN,Pune,"Survey - 246/6(N), 246/3/7(O)",411057.0,411057,Pune-Hinjewadi,MFCD,Maharashtra
307,X439,X439 - ORIENTAL MOTORS,X439,PLX439,,IN,Jabalpur,"497, Katangi Road,",482002.0,482002,Jabalpur,MFCD,Madhya Pradesh
308,X440,X440 - SANSKAR MOTORS,X440,PLX440,,IN,Sakti,"Near Beriwali Mandir,",495689.0,495689,Sakti,MFCD,Chhattisgarh
309,X443,X443 - ADVANCE AUTO CARE,X443,PLX443,,IN,Visnagar,"Block No D, Nr. Uma Petrol Pum",384315.0,384315,Visnagar,MFCD,Gujarat
310,X444,X444 - SAI AUTO SERVICE,X444,PLX444,,IN,Palse Shinde,"Nashik Pune Highway,",422102.0,422102,Nashik,MFCD,Maharashtra
311,X445,X445 - BIDYUT SHILPA LTD,X445,PLX445,,IN,Kolkata,107/1A Tollygunge,700026.0,700026,Kolkata,MFCB,West Bengal
312,X447,X447 - VIKASH MOTORS,X447,PLX447,,IN,Mahendragarh,"Khaiwat No 187, Khatoni No. 21",123029.0,123029,Mahendragarh,MFCD,Haryana
313,X449,X449 - JAIN INDUSTRIES,X449,PLX449,,IN,Rajnandgoan,"28 Industrial Area,",491441.0,491441,Rajnandgoan,MFCD,Chhattisgarh
314,X450,X450 - AMBICA CAR CARE,X450,PLX450,,IN,Baripada,"Plot No 801/2066/4772,",757001.0,757001,Baripada,MFCD,Odisha
315,X452,X452 - NEEMRANA MOTORS COMPANY,X452,PLX452,,IN,Neemrana,"G-48,RIICO Industrial Area, Ne",301705.0,301705,Rajgarh,MFCD,Rajasthan
316,X453,X453 - WADHWA MOTORS,X453,PLX453,,IN,Agra,"Khasra No. 15, 80ft. Road, Nea",282001.0,282001,Agra,MFCD,Uttar Pradesh
317,X454,X454 - I. A. AUTOMOBILE,X454,PLX454,,IN,Kelwa,"Plot no 450, Near Reliance Pet",313324.0,313324,Kelwa,MFCD,Rajasthan
318,X456,X456 - VAIGAI CAR POINT,X456,PLX456,,IN,Attur,"380/3, Opp to Green Park Schoo",636108.0,636108,Attur,MFCD,Tamil Nadu
319,X457,X457 - SR MOTORS,X457,PLX457,,IN,Bhilwara,"Plot No E-  15,Madhav Nagar",311011.0,311011,Bhilwara,MFCD,Rajasthan
320,X458,X458 - SAIRAM AUTOMOBILES,X458,PLX458,,IN,Nellore,"E9 & E10, Industrial Estate,",524004.0,524004,Nellore,MFCD,Andhra Pradesh
321,X459,X459 - MPM MOTORS,X459,PLX459,,IN,Sri Ganganagar,"Mahalaxmi Enclave, Plot No 177",335001.0,335001,Sri Ganganagar,MFCD,Rajasthan
322,X460,X460 - MARUDHAR MOTORS,X460,PLX460,,IN,Ratangarh,"Khasra Number - 348, In front",331022.0,331022,Ratangarh,MFCD,Rajasthan
323,X463,X463 - M/S. BALAJI MOTORS,X463,PLX463,,IN,Neem Ka Thana,"Khasra No. 891,",332713.0,332713,Neem Ka Thana,MFCD,Rajasthan
324,X464,X464 - J & S MOTORRS,X464,PLX464,,IN,Chikkaballapur,"10th Ward, 3rd Division,",562110.0,562110,Devanahalli,MFCD,Karnataka
325,X468,X468 - JAYANSH ADARSH MOTORS A,X468,PLX468,,IN,Patna,"Nandlal Chhapra, Nh-30, New By",800020.0,800020,Patna,MFCC,Bihar
326,X472,X472 - FUTURE AUTOMOBILES,X472,PLX472,,IN,Bhiwani,"Khasra No. 232/21/2, Hisar-Jin",127021.0,127021,Bhiwani,MFCC,Haryana
327,X473,X473 - DURGA TRAVELS,X473,PLX473,,IN,Daltonganj,"Plot No. 2614, Durga Petrol Pu",822101.0,822101,Daltonganj,MFCB,Jharkhand
328,X474,X474 - SHIVA WHEELERS,X474,PLX474,,IN,Allahabad,"C/O Smt Vimla Shukla, 34/3 Ada",211011.0,211011,Allahabad,MFCD,Uttar Pradesh
329,X475,X475 - M/S. NEW MAA DURGA ENTE,X475,PLX475,,IN,Sitamarhi,"Khata No 317, Survey No 5819,",843302.0,843302,Sitamarhi,MFCB,Bihar
330,X478,X478 - TOP AUTOMOBILES,X478,PLX478,,IN,Nimbahera,"Plot No 1, Shree Ashok Vihar,",312601.0,312601,Nimbahera,MFCD,Rajasthan
331,X481,X481 - TIRUPATI AUTOMOTIVE,X481,PLX481,,IN,Kolkata,"13 Matheswartalla Road,",700046.0,700046,Kolkata,MFCD,West Bengal
332,X483,X483 - S SQUARE AUTOMOTIVES,X483,PLX483,,IN,Davangere,2007/37/ Near Bapuji Institute,577004.0,577004,Davangere,MFCD,Karnataka
333,X487,X487 - BFS ENTERPRISES,X487,PLX487,,IN,Anandpur Sahib,"Plot No 178,",140123.0,140123,Anandpur Sahib,MFCD,Punjab
334,X490,X490 - SHRI BALAJI MOTORS,X490,PLX490,,IN,Akbarpur- Kanpur Dehat,"NH-2, Akbarpur-Kanpur Dehat,",209101.0,209101,Akbarpur,MFCD,Uttar Pradesh
335,X491,X491 - OM VIHAR BUILDCOM PVT L,X491,PLX491,,IN,Ranchi,"Plot No. - 718, Tapudana Chowk",843003.0,834003,Ranchi,MFCC,Jharkhand
336,X492,X492 - VBHAVARA CARS-Z,X492,PLX492,,IN,Hosur,"12, Battallapalli Market, 2nd",635109.0,635109,Hosur,MFCD,Tamil Nadu
337,X494,X494 - DECENT AUTOMOBILE,X494,PLX494,,IN,Purnia,"Khata No - 35, Khesra No - 113",854301.0,854301,Purnia,MFCB,Bihar
338,X498,x498 - DSM MULTI CAR SERVICES,X498,PLX498,,IN,Palghar,"1624, Shakti Udyog,",401404.0,401404,Palghar,MFCD,Maharashtra
339,X500,X500 - KARTHIKEYA AUTOMOTIVES,X500,PLX500,,IN,Warangal,"1-7-914, Hunter Road, Adjacent",506001.0,506001,Warangal,MFCD,Telangana
340,X501,X501 - SHRI HPS AUTOMOBILE,X501,PLX501,,IN,Churu,"Khasra No-237/1122, Nr. Amar S",331001.0,331001,Churu,MFCB,Rajasthan
341,X502,X502 - RISING AUTO,X502,PLX502,,IN,Bhiwadi,"Plot No 361, Alwar Bypass Road",301019.0,301019,Bhiwadi,MFCD,Rajasthan
342,X504,X504 - PUSHPAVNI MOTORS,X504,PLX504,,IN,Mathura,"105, 107, 109, 110, 114, 115,",281005.0,281005,Mathura,MFCD,Uttar Pradesh
343,X506,X506 - SHIV MOTORS,X506,PLX506,,IN,Kumbakonam,"No. 370/3, Chennai Salai,",612501.0,612501,Kumbakonam,MFCD,Tamil Nadu
344,X507,X507 - VIAN ENTERPRISE,X507,PLX507,,IN,Dimapur,"East Burha Camp,",797112.0,797112,Dimapur,MFCB,Nagaland
345,X508,X508 - SATELLITE MOTORS,X508,PLX508,,IN,Thane,"Warehouse No 1/B, Kothari Comp",400604.0,400604,Thane(W),MFCA,Maharashtra
346,X511,X511 - PLATINUM MOTORS,X511,PLX511,,IN,Jamnagar,"C-17B/18, M.P. Shah Municipal",361008.0,361008,Jamnagar,MFCD,Gujarat
347,X514,X514 - DEEP AUTOMOBILES,X514,PLX514,,IN,Aurangabad,"Near Bus Stand, Ramabandh,",824110.0,824101,Aurangabad,MFCD,Bihar
348,X515,X515 - UNITED SERVICES,X515,PLX515,,IN,Kangra,"Khasra No 499, 502, 512, 513,",176001.0,176001,Kangra,MFCD,Himachal Pradesh
349,X517,X517 - M/S INDORE AUTO TECHNOC,X517,PLX517,,IN,Dhar,"Indore - Ahmedabad Road, Opp.",454001.0,454001,Dhar,MFCD,Madhya Pradesh
350,X521,X521 - SHARDA ASSOCIATES,X521,PLX521,,IN,Sultanpur,"Plot No. 78, Khata No. 1735,",228001.0,228001,Sultanpur,MFCB,Uttar Pradesh
351,X522,X522 - RAMPUR AUTOMOTIVES,X522,PLX522,,IN,Bhagalkote,"Plot No. P3, Industrial area,",587102.0,587102,Bhagalkote,MFCB,Karnataka
352,X523,X523 - RS MOTORS,X523,PLX523,,IN,Pratapgarh,"Khasra  No. 808, 803-Chittoega",312605.0,312605,Pratapgarh,MFCD,Rajasthan
353,X524,X524 - REET SERVICES,X524,PLX524,,IN,Parbhani,"Behind SBH, Plot No 13, Ward N",431401.0,431401,Parbhani,MFCD,Maharashtra
354,X526,X526 - ADISHAKTI MOTORS,X526,PLX526,,IN,Haveri,"32/2A Ijarilakmapura, Opp Ayur",581110.0,581110,Haveri,MFCD,Karnataka
355,X527,X527 - SYNERGY MOTORS,X527,PLX527,,IN,Kolkata,"4314, 4316, 4317, 4318,",700136.0,700136,Kolkata,MFCD,West Bengal
356,X529,X529 - CHOUDHARY AUTOMOBILES,X529,PLX529,,IN,Rajgarh,"Near BSNL Exchange, Hissar Roa",331023.0,331023,Rajgarh,MFCB,Rajasthan
357,X530,X530 - KAMAL AUTOMOTIVES,X530,PLX530,,IN,Dholpur,"Khasra No-610, Near Machkund C",328001.0,328001,Dholpur,MFCD,Rajasthan
358,X531,X531 - DHAKA MOTORS,X531,PLX531,,IN,Deedwana,"Khasra No 226, Rahman Gate,",341303.0,341303,Deedwana,MFCD,Rajasthan
359,X537,X537 - KOMMA AUTO GARAGE,X537,PLX537,,IN,Kadapa,"Survy No 286, Vinayaka Nagar,",516002.0,516002,Kadapa,MFCB,Andhra Pradesh
360,X538,X538 - MAHALAXMI SERVICES,X538,PLX538,,IN,Chikodi,"R.S. No 398/1A, Next to KLE Po",591201.0,591201,Chikodi,MFCB,Karnataka
361,X539,X539 - M/S. SHARDA AUTOLINKS,X539,PLX539,,IN,Modinagar,"Khasra No - 315, Shikhar Marbl",201204.0,201204,Modinagar,MFCD,Uttar Pradesh
362,X542,X542 - M/S IDEA WEAVERS,X542,PLX542,,IN,Guwahati,"Dag No: 39, K.P. Patta No. 191",781022.0,781022,Guwahati,MFCC,Assam
363,X545,X545 - TAJ MOTORS,X545,PLX545,,IN,Sangaria,"Plot Number B/72-73, Opposite",335063.0,335063,Sangaria,MFCD,Rajasthan
364,X548,X548 - SRI BALAJI AUTOMOTIVES,X548,PLX548,,IN,Hayathnagar,"Plot no 123, Lecturers Colony,",501505.0,501505,Hayathnagar,MFCB,Telangana
365,X549,X549 - G.M.MOTORS,X549,PLX549,,IN,Madhepura,"Khata No 90, Khesra No 894, Th",852128.0,852128,Madhepura,MFCD,Bihar
366,X551,X551 - KAPRO SERVICES,X551,PLX551,,IN,Anand,"Anand - Sojitra Road,",388001.0,388001,Anand,MFCD,Gujarat
